"","Stream","Date","mTemp"
"679","Snow-fed",2018-07-31,13.29125
"680","Snow-fed",2018-08-01,12.95125
"681","Snow-fed",2018-08-02,12.4929166666667
"682","Snow-fed",2018-08-03,12.18125
"683","Snow-fed",2018-08-04,12.8570833333333
"684","Snow-fed",2018-08-05,12.78625
"685","Snow-fed",2018-08-06,12.6754166666667
"686","Snow-fed",2018-08-07,12.1166666666667
"687","Snow-fed",2018-08-08,11.8758333333333
"688","Snow-fed",2018-08-09,11.6716666666667
"689","Snow-fed",2018-08-10,10.9270833333333
"690","Snow-fed",2018-08-11,10.8929166666667
"691","Snow-fed",2018-08-12,11.0029166666667
"692","Snow-fed",2018-08-13,11.2483333333333
"693","Snow-fed",2018-08-14,10.9845833333333
"694","Snow-fed",2018-08-15,10.1808333333333
"695","Snow-fed",2018-08-16,9.95833333333333
"696","Snow-fed",2018-08-17,9.56958333333333
"697","Snow-fed",2018-08-18,9.47041666666667
"698","Snow-fed",2018-08-19,9.35083333333333
"699","Snow-fed",2018-08-20,10.245
"700","Snow-fed",2018-08-21,10.905
"701","Snow-fed",2018-08-22,10.5858333333333
"702","Snow-fed",2018-08-23,10.3629166666667
"703","Snow-fed",2018-08-24,10.1029166666667
"704","Snow-fed",2018-08-25,10.2525
"705","Snow-fed",2018-08-26,10.0058333333333
"706","Snow-fed",2018-08-27,10.44875
"707","Snow-fed",2018-08-28,11.0466666666667
"708","Snow-fed",2018-08-29,10.3679166666667
"709","Snow-fed",2018-08-30,9.92291666666667
"710","Snow-fed",2018-08-31,9.77166666666667
"711","Snow-fed",2018-09-01,9.34208333333333
"712","Snow-fed",2018-09-02,8.53166666666667
"713","Snow-fed",2018-09-03,8.52208333333333
"714","Snow-fed",2018-09-04,8.42291666666667
"715","Snow-fed",2018-09-05,8.72333333333333
"716","Snow-fed",2018-09-06,9.04291666666667
"717","Snow-fed",2018-09-07,8.45208333333333
"718","Snow-fed",2018-09-08,8.83375
"719","Snow-fed",2018-09-09,9.08083333333333
"720","Snow-fed",2018-09-10,8.8875
"721","Snow-fed",2018-09-11,8.34291666666667
"722","Snow-fed",2018-09-12,8.01166666666667
"723","Snow-fed",2018-09-13,7.66958333333333
"724","Snow-fed",2018-09-14,6.75875
"725","Snow-fed",2018-09-15,5.72
"726","Snow-fed",2018-09-16,5.24916666666667
"727","Snow-fed",2018-09-17,4.8175
"728","Snow-fed",2018-09-18,4.89333333333333
"729","Snow-fed",2018-09-19,4.82208333333333
"730","Snow-fed",2018-09-20,5.16916666666667
"731","Snow-fed",2018-09-21,5.13041666666667
"732","Snow-fed",2018-09-22,5.15791666666667
"733","Snow-fed",2018-09-23,7.33958333333333
"734","Snow-fed",2018-09-24,8.00708333333333
"735","Snow-fed",2018-09-25,8.61958333333333
"736","Snow-fed",2018-09-26,8.89666666666667
"737","Snow-fed",2018-09-27,7.85916666666667
"738","Snow-fed",2018-09-28,8.10375
"739","Snow-fed",2018-09-29,6.72208333333333
"740","Snow-fed",2018-09-30,5.59666666666667
"741","Snow-fed",2018-10-01,5.07333333333333
"742","Snow-fed",2018-10-02,3.71125
"743","Snow-fed",2018-10-03,3.02958333333333
"744","Snow-fed",2018-10-04,4.34625
"745","Snow-fed",2018-10-05,5.18541666666667
"746","Snow-fed",2018-10-06,6.105
"747","Snow-fed",2018-10-07,6.36666666666667
"748","Snow-fed",2018-10-08,6.53625
"749","Snow-fed",2018-10-09,4.045
"750","Snow-fed",2018-10-10,3.81916666666667
"751","Snow-fed",2018-10-11,5.90791666666667
"752","Snow-fed",2018-10-12,6.02416666666667
"753","Snow-fed",2018-10-13,6.47708333333333
"754","Snow-fed",2018-10-14,7.25041666666667
"755","Snow-fed",2018-10-15,7.3425
"756","Snow-fed",2018-10-16,6.47291666666667
"757","Snow-fed",2018-10-17,7.05041666666667
"758","Snow-fed",2018-10-18,6.83
"759","Snow-fed",2018-10-19,7.1525
"760","Snow-fed",2018-10-20,6.62583333333333
"761","Snow-fed",2018-10-21,6.80333333333333
"762","Snow-fed",2018-10-22,6.60208333333333
"763","Snow-fed",2018-10-23,7.78791666666667
"764","Snow-fed",2018-10-24,6.87541666666667
"765","Snow-fed",2018-10-25,6.66083333333333
"766","Snow-fed",2018-10-26,5.74416666666667
"767","Snow-fed",2018-10-27,5.62541666666667
"768","Snow-fed",2018-10-28,4.90666666666667
"769","Snow-fed",2018-10-29,5.245
"770","Snow-fed",2018-10-30,5.36375
"771","Snow-fed",2018-10-31,3.93791666666667
"772","Snow-fed",2018-11-01,2.195
"773","Snow-fed",2018-11-02,1.89625
"774","Snow-fed",2018-11-03,1.59041666666667
"775","Snow-fed",2018-11-04,2.05125
"776","Snow-fed",2018-11-05,1.55052631578947
