"","Date","Stream","Discharge_cms"
"308",2018-06-16,"Steep",0.222129530009134
"309",2018-06-17,"Herbert",26.648673226383
"310",2018-06-17,"Montana",1.36416169888
"311",2018-06-17,"Peterson",0.457877559618518
"312",2018-06-17,"Steep",0.352953379067521
"313",2018-06-18,"Herbert",36.818215756881
"314",2018-06-18,"Montana",2.449490469748
"315",2018-06-18,"Peterson",0.472991624497661
"316",2018-06-18,"Steep",0.278121718045745
"317",2018-06-19,"Herbert",50.334696335391
"318",2018-06-19,"Montana",2.743285501352
"319",2018-06-19,"Peterson",0.291690584237948
"320",2018-06-19,"Steep",0.233891209567666
"321",2018-06-20,"Herbert",57.929671136649
"322",2018-06-20,"Montana",2.688587960362
"323",2018-06-20,"Peterson",0.192871057317616
"324",2018-06-20,"Steep",0.214312790610534
"325",2018-06-21,"Herbert",53.681634383403
"326",2018-06-21,"Montana",2.622977887583
"327",2018-06-21,"Peterson",0.141689560366348
"328",2018-06-21,"Steep",0.194400790618213
"329",2018-06-22,"Herbert",44.928104103987
"330",2018-06-22,"Montana",2.378757626623
"331",2018-06-22,"Peterson",0.106320678209793
"332",2018-06-22,"Steep",0.176599538900042
"333",2018-06-23,"Herbert",39.006598326735
"334",2018-06-23,"Montana",2.043183976012
"335",2018-06-23,"Peterson",0.08832529443414
"336",2018-06-23,"Steep",0.160504585436795
"337",2018-06-24,"Herbert",32.698907390097
"338",2018-06-24,"Montana",1.57820948751
"339",2018-06-24,"Peterson",0.0940673731009574
"340",2018-06-24,"Steep",0.154175143279094
"341",2018-06-25,"Herbert",27.935957091003
"342",2018-06-25,"Montana",1.274325300448
"343",2018-06-25,"Peterson",0.0887717275858264
"344",2018-06-25,"Steep",0.142802960037938
"345",2018-06-26,"Herbert",24.975204202377
"346",2018-06-26,"Montana",1.245599086883
"347",2018-06-26,"Peterson",0.0727177252317747
"348",2018-06-26,"Steep",0.140251915742564
"349",2018-06-27,"Herbert",24.846475815915
"350",2018-06-27,"Montana",1.115396414621
"351",2018-06-27,"Peterson",0.0699921267113856
"352",2018-06-27,"Steep",0.134505958160061
"353",2018-06-28,"Herbert",25.232660975301
"354",2018-06-28,"Montana",1.06857144489
"355",2018-06-28,"Peterson",0.062836481495904
"356",2018-06-28,"Steep",0.12897474455423
"357",2018-06-29,"Herbert",25.618846134687
"358",2018-06-29,"Montana",1.093281060114
"359",2018-06-29,"Peterson",0.0749223689500914
"360",2018-06-29,"Steep",0.198799577816057
"361",2018-06-30,"Herbert",29.866882887933
"362",2018-06-30,"Montana",1.142124869492
"363",2018-06-30,"Peterson",0.0943940993720415
"364",2018-06-30,"Steep",0.211206428224802
"365",2018-07-01,"Herbert",29.738154501471
"366",2018-07-01,"Montana",1.463806558937
"367",2018-07-01,"Peterson",0.0868877755971683
"368",2018-07-01,"Steep",0.140464288388581
"369",2018-07-02,"Herbert",27.421043545155
"370",2018-07-02,"Montana",1.213769135908
"371",2018-07-02,"Peterson",0.0712592106678666
"372",2018-07-02,"Steep",0.125895009151706
"373",2018-07-03,"Herbert",30.639253206705
"374",2018-07-03,"Montana",1.110091095974
